success,cet_oapr,english,reading,science,quantitative,abstract,shs_gpa,program,sex,strand,class_rank,academic_awards,classroom_org,school_org,fathers_education,fathers_employment,mothers_education,mothers_employment,income,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,laptop,internet
1,95.73,93.41,94.82,93.41,93.38,83.75,91.8,BS Information Technology,Male,HUMSS,None,None,None,None,"Not Applicable (no work, not known, etc.)",Retired,"Some college credit, no degree","Self-employed (doing business, etc.)",Prefer not to say,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Seldom,Often/Always,Seldom,Ask my friends,More than 3 hours but less than 4 hours/day,More than 3 hours but less than 4 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,71.42,72.78,77.12,59.25,63.45,43.49,92.36,BS Information Technology,Male,ABM/BAM,None,With Honor,None,None,No schooling completed,"Not Applicable (no work, not known, etc.)","High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Seldom,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Seldom,Research online,More than 3 hours but less than 4 hours/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,89.65,66.01,90.94,89.19,98.63,79.78,95.5,BS Information Technology,Male,STEM,Top 10,High Honor,President,Grade Level Representative,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","Some high school, no diploma","Not Applicable (no work, not known, etc.)","P10,000 to P20,000",Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Often/Always,Never,Never,Seldom,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Seldom,Seldom,Often/Always,Sometimes,Seldom,Often/Always,Often/Always,Often/Always,Often/Always,Research online,More than 1 hour but less than 2 hours/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,66.95,70.75,61.11,44.12,70.61,53.29,88.5,BS Computer Science,Male,STEM,None,None,Auditor,Grade Level Representative,"Some high school, no diploma","Not Applicable (no work, not known, etc.)","Some high school, no diploma",Retired,"P10,000 to P20,000",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Never,Sometimes,Often/Always,Seldom,Seldom,Seldom,Seldom,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Seldom,Seldom,Research online,Up to 30 minutes/day,More than 1 hour but less than 2 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
0,,83.47,54.75,76.79,44.18,91.68,85.5,BS Information Technology,Female,STEM,None,With Honor,Auditor,None,Professional degree,"Employed, working 40 hours or more per week (fulltime)",Master’s degree,"Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Sometimes,Never,Seldom,Often/Always,Never,Seldom,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Often/Always,Seldom,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Research online,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,No,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,73.34,47,77.12,93.41,70.61,72.9,90.565,BS Information Technology,Female,HUMSS,None,With Honor,None,None,"Some high school, no diploma","Self-employed (doing business, etc.)","Some high school, no diploma","Not employed, not looking for work","Below P10,000",Disagree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Research online,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,No,Pre-paid plan(Limited Data Subscription)
1,71.42,78.85,82.26,29.96,44.18,63.1,90.5,BS Computer Science,Female,TVL-ICT,Top 5,With Honor,None,None,Bachelor’s degree,Retired,"Some college credit, no degree","Not employed, not looking for work","P10,000 to P20,000",Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Sometimes,Sometimes,Seldom,Seldom,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Seldom,Sometimes,Often/Always,Sometimes,Seldom,Often/Always,Never,Seldom,Sometimes,Sometimes,Often/Always,Sometimes,Seldom,Sometimes,Sometimes,Research online,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,73.34,70.75,90.94,89.19,18.16,33.69,82,BS Computer Science,Male,TVL-ICT,None,None,None,None,Bachelor’s degree,"Self-employed (doing business, etc.)","Some college credit, no degree","Not employed, not looking for work",Prefer not to say,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Neutral,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Seldom,Sometimes,Seldom,Sometimes,Often/Always,Sometimes,Sometimes,Seldom,Often/Always,Sometimes,Often/Always,Ask my teachers at school,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,60.09,37.99,48.4,59.25,84.63,79.78,97,BS Computer Science,Male,GAS,Top 5,High Honor,Vice President,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Neutral,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Often/Always,Sometimes,Seldom,Often/Always,Never,Never,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 30 min. but less than 1 hour/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,64.72,61.05,54.75,36.55,44.18,95.65,88.5,BS Computer Science,Female,TVL-ICT,Top 20,With Honor,Secretary,None,"Some college credit, no degree","Not Applicable (no work, not known, etc.)",Professional degree,"Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,Strongly Disagree,Sometimes,Sometimes,Never,Sometimes,Seldom,Sometimes,Seldom,Seldom,Never,Sometimes,Sometimes,Never,Sometimes,Never,Often/Always,Never,Sometimes,Sometimes,Sometimes,Seldom,Often/Always,Sometimes,Sometimes,Sometimes,Research online,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,Yes,Pre-paid plan(Limited Data Subscription)
1,89.17,84.91,71.99,66.81,92.22,98.34,90.59,BS Information Technology,Male,TVL-ICT,None,With Honor,President,None,Bachelor’s degree,"Self-employed (doing business, etc.)",Master’s degree,"Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Strongly Agree,Neutral,Sometimes,Often/Always,Sometimes,Seldom,Often/Always,Sometimes,Often/Always,Often/Always,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Often/Always,Sometimes,Seldom,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Research online,Up to 30 minutes/day,Up to 30 minutes/day,Yes,Pre-paid plan(Limited Data Subscription)
1,88.22,80.58,90.94,72.66,89.31,91.68,86,BS Information Technology,Male,TVL-ICT,Top 20,None,None,None,Bachelor’s degree,"Disabled, not able to work",Master’s degree,"Not Applicable (no work, not known, etc.)","Below P10,000",Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Often/Always,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Research from reference books on my own,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,71.42,68.5,61.11,76.79,53.82,72.9,86.5,BS Computer Science,Male,HUMSS,None,None,PIO,None,Bachelor’s degree,"Self-employed (doing business, etc.)",Master’s degree,"Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my friends,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,Planning to purchase,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,74.25,74.8,61.11,59.25,70.61,79.8,93,BS Information Technology,Female,STEM,Top 10,With Honor,None,None,Professional degree,"Employed, working 40 hours or more per week (fulltime)",Professional degree,"Employed, working 40 hours or more per week (fulltime)","P20,000 to P50,000",Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Seldom,Never,Seldom,Sometimes,Never,Sometimes,Seldom,Sometimes,Seldom,Research online,More than 30 min. but less than 1 hour/day,Up to 30 minutes/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,80.63,83.47,87.4,59.25,63.45,63.1,88.5,BS Information Technology,Female,ABM/BAM,None,None,Treasurer,None,"Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)","Some college credit, no degree","Self-employed (doing business, etc.)",Prefer not to say,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Research online,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,No,Pre-paid plan(Limited Data Subscription)
0,64.72,66.01,61.11,80.93,53.82,20.6,86,BS Computer Science,Male,ABM/BAM,None,None,None,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Not employed, not looking for work","Below P10,000",Neutral,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Sometimes,Sometimes,Seldom,Often/Always,Sometimes,Sometimes,Seldom,Seldom,Seldom,Sometimes,Seldom,Often/Always,Seldom,Seldom,Often/Always,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Seldom,Research online,More than 1 hour but less than 2 hours/day,More than 30 min. but less than 1 hour/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,69.19,61.05,66.85,72.66,79.96,43.49,85.5,BS Computer Science,Female,TVL-ICT,None,None,None,None,"High school graduate, diploma or the equivalent","Self-employed (doing business, etc.)","Some high school, no diploma","Self-employed (doing business, etc.)","P10,000 to P20,000",Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Never,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Research online,More than 4 hours/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,57.2,66.01,61.11,24.36,63.45,33.69,89,BS Information Technology,Female,STEM,None,None,None,None,Trade/technical/vocational training,"Employed, working 40 hours or more per week (fulltime)","Some college credit, no degree","Not Applicable (no work, not known, etc.)",Prefer not to say,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Research online,More than 4 hours/day,More than 4 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,75.16,74.8,71.99,51.68,53.82,87.72,87,BS Information Technology,Male,TVL-ICT,None,None,None,None,"High school graduate, diploma or the equivalent","Not Applicable (no work, not known, etc.)",Nursery school to 8th grade,"Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Sometimes,Never,Never,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Seldom,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Ask my friends,More than 2 hours but less than 3 hours/day,More than 2 hours but less than 3 hours/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,87.64,83.47,66.85,80.93,84.63,95.65,93,BS Information Technology,,TVL-ICT,Top 5,With Honor,Treasurer,Volunteer,Bachelor’s degree,"Self-employed (doing business, etc.)",Trade/technical/vocational training,"Self-employed (doing business, etc.)",Prefer not to say,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Often/Always,Seldom,Never,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Seldom,Often/Always,Often/Always,Never,Sometimes,Seldom,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Research online,More than 4 hours/day,More than 2 hours but less than 3 hours/day,No,Pre-paid plan(Limited Data Subscription)
